Def 1,Def 2,Sentence,DocID,LineNumber
unpublished price sensitive information,securities, passing of unpublished price sensitive information in respect of securities which are listed and proposed to be listed in any stock exchange to any person or intermediary.,1591595038796.htmlTxt,334
unpublished price sensitive information,securities, No insider shall deal in shares or other specified securities of the company on the basis of unpublished price sensitive information relating to buy-back of shares or other specified securities of the company.,1591599075179.htmlTxt,129
unpublished price sensitive information,shares, No insider shall deal in shares or other specified securities of the company on the basis of unpublished price sensitive information relating to buy-back of shares or other specified securities of the company.,1591599075179.htmlTxt,129
unpublished price sensitive information,takeover regulations, not attract the obligation to make an open offer under the takeover regulations but where the board of directors of the 11[listed] company is of informed opinion 12[that sharing of such information] is in the best interests of the company and the information that constitute unpublished price sensitive information is disseminated to be made generally available at least two trading days prior to the proposed transaction being effected in such form as the board of directors may determine 13[to be adequate and fair to cover all relevant and material facts].,1571225904231.htmlTxt,96
unpublished price sensitive information,takeover regulations,"NOTE: It is intended to permit communicating, providing, allowing access to or procuring UPSI also in transactions that do not entail an open offer obligation under the takeover regulations 14[when authorised by the board of directors if sharing of such information] is in the best interests of the company. The board of directors, however, would cause public disclosures of such unpublished price sensitive information well before the proposed transaction to rule out any information asymmetry in the market.",1571225904231.htmlTxt,97
unpublished price sensitive information,trading,"NOTE: Since “generally available information” is defined, it is intended that anyone in possession of or having access to unpublished price sensitive information should be considered an “insider” regardless of how one came in possession of or had access to such information. Various circumstances are provided for such a person to demonstrate that he has not indulged in insider trading. Therefore, this definition is intended to bring within its reach any person who is in receipt of or has access to unpublished price sensitive information. The onus of showing that a certain person was in possession of or had access to unpublished price sensitive information at the time of trading would, therefore, be on the person leveling the charge after which the person who has traded when in possession of or having access to unpublished price sensitive information may demonstrate that he was not in such possession or that he has not traded or or he could not access or that his trading when in possession of such information was squarely covered by the exonerating circumstances.",1571225904231.htmlTxt,47
unpublished price sensitive information,trading, not attract the obligation to make an open offer under the takeover regulations but where the board of directors of the 11[listed] company is of informed opinion 12[that sharing of such information] is in the best interests of the company and the information that constitute unpublished price sensitive information is disseminated to be made generally available at least two trading days prior to the proposed transaction being effected in such form as the board of directors may determine 13[to be adequate and fair to cover all relevant and material facts].,1571225904231.htmlTxt,96
unpublished price sensitive information,trading, the individuals who were in possession of such unpublished price sensitive information were different from the individuals taking trading decisions and such decision-making individuals were not in possession of such unpublished price sensitive information when they took the decision to trade; and,1571225904231.htmlTxt,121
unpublished price sensitive information,trading, appropriate and adequate arrangements were in place to ensure that these regulations are not violated and no unpublished price sensitive information was communicated by the individuals possessing the information to the individuals taking trading decisions and there is no evidence of such arrangements having been breached;,1571225904231.htmlTxt,122
unpublished price sensitive information,trading,"NOTE: This provision intends to give an option to persons who may be perpetually in possession of unpublished price sensitive information and enabling them to trade in securities in a compliant manner. This provision would enable the formulation of a trading plan by an insider to enable him to plan for trades to be executed in future. By doing so, the possession of unpublished price sensitive information when a trade under a trading plan is actually executed would not prohibit the execution of such trades that he had pre-decided even before the unpublished price sensitive information came into being.",1571225904231.htmlTxt,130
unpublished price sensitive information,trading,"NOTE: It is intended that to get the benefit of a trading plan, a cool-off period of six months is necessary. Such a period is considered reasonably long for unpublished price sensitive information that is in possession of the insider when formulating the trading plan, to become generally available. It is also considered to be a reasonable period for a time lag in which new unpublished price sensitive information may come into being without adversely affecting the trading plan formulated earlier. In any case, it should be remembered that this is only a statutory cool-off period and would not grant immunity from action if the insider were to be in possession of the same unpublished price sensitive information both at the time of formulation of the plan and implementation of the same.",1571225904231.htmlTxt,133
unpublished price sensitive information,trading,"NOTE: It is intended that it would be undesirable to have multiple trading plans operating during the same time period. Since it would be possible for an insider to time the publication of the unpublished price sensitive information to make it generally available instead of timing the trades, it is important not to have the ability to initiate more than one plan covering the same time period.",1571225904231.htmlTxt,140
unpublished price sensitive information,trading,"NOTE: Trading on the basis of such a trading plan would not grant absolute immunity from bringing proceedings for market abuse. For instance, in the event of manipulative timing of the release of unpublished price sensitive information to ensure that trading under a trading plan becomes lucrative in circumvention of regulation 4 being detected, it would be open to initiate proceedings for alleged breach of SEBI (Prohibition of",1571225904231.htmlTxt,144
unpublished price sensitive information,trading,"NOTE: It is intended that the compliance officer would have to review and approve the plan. For doing so, he may need the insider to declare that he is not in possession of unpublished price sensitive information or that he would ensure that any unpublished price sensitive information in his possession becomes generally available before he commences executing his trades. Once satisfied, he may approve the trading plan, which would then have to be implemented in accordance with these regulations.",1571225904231.htmlTxt,149
unpublished price sensitive information,trading,Provided that the implementation of the trading plan shall not be commenced if any unpublished price sensitive information in possession of the insider at the time of formulation of the plan has not become generally available at the time of the commencement of implementation and in such event the compliance officer shall confirm that the commencement ought to be deferred until,1571225904231.htmlTxt,151
unpublished price sensitive information,trading,"The proviso is intended to address the prospect that despite the six-month gap between the formulation of the trading plan and its commencement, the unpublished price sensitive information in possession of the insider is still not generally available. In such a situation, commencement of the plan would conflict with the over-riding principle that trades should not be executed when in possession of such information. If the very same unpublished price sensitive information is still in the insider’s possession, the commencement of execution of the trading plan ought to be deferred.",1571225904231.htmlTxt,155
unpublished price sensitive information,trading,"NOTE: It is intended that disclosure of trades would need to be of not only those executed by the person concerned but also by the immediate relatives and of other persons for whom the person concerned takes trading decisions. These regulations are primarily aimed at preventing abuse by trading when in possession of unpublished price sensitive information and therefore, what matters is whether the person who takes trading decisions is in possession of such information rather than whether the person who has title to the trades is in such possession.",1571225904231.htmlTxt,164
unpublished price sensitive information,trading,"required to handle unpublished price sensitive information in the course of business operations shall formulate a code of conduct to regulate, monitor and report trading by their designated persons and immediate relative of designated persons towards achieving compliance with these regulations, adopting the minimum standards set out in Schedule C to these regulations, without diluting the provisions of these regulations in any manner.",1571225904231.htmlTxt,351
unpublished price sensitive information,trading,"NOTE: 35[This provision is intended to mandate persons other than listed companies and intermediaries that are required to handle unpublished price sensitive information to formulate a code of conduct governing trading in securities by their designated persons. These entities include professional firms such as auditors, accountancy firms, law firms, analysts, insolvency professional entities, consultants, banks etc., assisting or advising listed companies. Even entities that normally operate outside the capital market may handle unpublished price sensitive information. This provision would mandate all of them to formulate a code of conduct.]",1571225904231.htmlTxt,353
unpublished price sensitive information,trading,"“Every other person who is required to handle unpublished price sensitive information in the course of business operations shall formulate a code of conduct to regulate, monitor and report trading by employees and other connected persons towards achieving compliance with these regulations, adopting the minimum standards set out in Schedule B to these regulations, without diluting the provisions of these regulations in any manner.”",1571225904231.htmlTxt,355
unpublished price sensitive information,trading,"“This provision is intended to mandate persons other than listed companies and market intermediaries that are required to handle unpublished price sensitive information to formulate a code of conduct governing trading in securities by their employees. These entities include professional firms such as auditors, accountancy firms, law firms, analysts, consultants etc., assisting or advising listed companies, market intermediaries and other capital market participants. Even entities that normally operate outside the capital market may handle unpublished price sensitive information. This provision would mandate all of them to formulate a code of conduct.”",1571225904231.htmlTxt,357
unpublished price sensitive information,trading," 0[4. (1) Designated persons may execute trades subject to compliance with these regulations. Towards this end, a notional trading window shall be used as an instrument of monitoring trading by the designated persons. The trading window shall be closed when the compliance officer determines that a designated person or class of designated persons can reasonably be expected to have possession of unpublished price sensitive information. Such closure shall be imposed in relation to such securities to which such unpublished price sensitive information relates. Designated persons and their immediate relatives shall not trade in securities when the trading window is closed.",1571225904231.htmlTxt,434
unpublished price sensitive information,trading," The timing for re-opening of the trading window shall be determined by the compliance officer taking into account various factors including the unpublished price sensitive information in question becoming generally available and being capable of assimilation by the market, which in any event shall not be earlier than forty-eight hours after the information becomes generally available. 54[***]",1571225904231.htmlTxt,445
unpublished price sensitive information,trading,“No designated person shall apply for pre-clearance of any proposed trade if such designated person is in possession of unpublished price sensitive information even if the trading window is not closed.”,1571225904231.htmlTxt,455
venture capital fund,acquisition," acquisition of shares in a target company from a venture capital fund 47 [or category I Alternative Investment Fund] or a foreign venture capital investor registered with the Board, by promoters of the target company pursuant to an agreement between such venture capital fund 48 [or category I Alternative Investment Fund] or foreign venture capital investor and such promoters.",1591594726590.htmlTxt,400
venture capital fund,alternative investment fund,“(b) equity shares held by a venture capital fund or alternative investment fund of category I or a foreign venture capital investor:,1591596021364.htmlTxt,695
venture capital fund,alternative investment fund,Provided that such equity shares shall be locked in for a period of at least one year from the date of purchase by the venture capital fund or alternative investment fund or foreign venture capital investor.”,1591596021364.htmlTxt,696
venture capital fund,alternative investment fund,c)  equity shares held by a venture capital fund or alternative investment fund of category I or ,1591598038081.txt,1858
venture capital fund,alternative investment fund,date of purchase by the venture capital fund or alternative investment fund or foreign venture ,1591598038081.txt,1864
venture capital fund,alternative investment fund,c) equity shares held by a venture capital fund or alternative investment fund of category I or ,1591598038081.txt,10510
venture capital fund,alternative investment fund,date of purchase by the venture capital fund or alternative investment fund or foreign venture ,1591598038081.txt,10516
venture capital fund,alternative investment fund,c) equity shares held by a venture capital fund or alternative investment fund of Category I or ,1591598038081.txt,12376
venture capital fund,alternative investment fund,the date of purchase by the venture capital fund or alternative investment fund or foreign ,1591598038081.txt,12382
venture capital fund,alternative investment fund," ""fund manager"" includes fund managers of a mutual fund or alternative investment fund or venture capital fund or portfolio manager;",1591599721936.htmlTxt,25
venture capital fund,company," a venture capital fund and its sponsor, trustees, trustee company and asset management company;",1591594726590.htmlTxt,62
venture capital fund,investor," acquisition of shares in a target company from a venture capital fund 47 [or category I Alternative Investment Fund] or a foreign venture capital investor registered with the Board, by promoters of the target company pursuant to an agreement between such venture capital fund 48 [or category I Alternative Investment Fund] or foreign venture capital investor and such promoters.",1591594726590.htmlTxt,400
venture capital fund,shares," acquisition of shares in a target company from a venture capital fund 47 [or category I Alternative Investment Fund] or a foreign venture capital investor registered with the Board, by promoters of the target company pursuant to an agreement between such venture capital fund 48 [or category I Alternative Investment Fund] or foreign venture capital investor and such promoters.",1591594726590.htmlTxt,400
venture capital fund,shares,“(b) equity shares held by a venture capital fund or alternative investment fund of category I or a foreign venture capital investor:,1591596021364.htmlTxt,695
venture capital fund,shares,Provided that such equity shares shall be locked in for a period of at least one year from the date of purchase by the venture capital fund or alternative investment fund or foreign venture capital investor.”,1591596021364.htmlTxt,696
venture capital fund,shares,c)  equity shares held by a venture capital fund or alternative investment fund of category I or ,1591598038081.txt,1858
venture capital fund,shares,c) equity shares held by a venture capital fund or alternative investment fund of category I or ,1591598038081.txt,10510
venture capital fund,shares,c) equity shares held by a venture capital fund or alternative investment fund of Category I or ,1591598038081.txt,12376
venture capital fund,target company," acquisition of shares in a target company from a venture capital fund 47 [or category I Alternative Investment Fund] or a foreign venture capital investor registered with the Board, by promoters of the target company pursuant to an agreement between such venture capital fund 48 [or category I Alternative Investment Fund] or foreign venture capital investor and such promoters.",1591594726590.htmlTxt,400
volume weighted average market price,company,Provided that the price of shares or other specified securities tendered during the first calendar week of the buy-back shall be the volume weighted average market price of the shares or other specified securities of the company during the preceding calendar week.,1591599075179.htmlTxt,238
volume weighted average market price,securities,Provided that the price of shares or other specified securities tendered during the first calendar week of the buy-back shall be the volume weighted average market price of the shares or other specified securities of the company during the preceding calendar week.,1591599075179.htmlTxt,238
volume weighted average market price,shares,"(A)the volume weighted average market price of the shares of the target company during a period of sixty trading days ending on the day prior to the date of determination of the rights issue price, multiplied",1591594726590.htmlTxt,377
volume weighted average market price,shares,Provided that such volume weighted average market price shall be determined on the basis of trading on the stock exchange where the maximum volume of trading in the shares of such target company is recorded during such period; and,1591594726590.htmlTxt,385
volume weighted average market price,shares,Provided that the price of shares or other specified securities tendered during the first calendar week of the buy-back shall be the volume weighted average market price of the shares or other specified securities of the company during the preceding calendar week.,1591599075179.htmlTxt,238
volume weighted average market price,target company,"(A)the volume weighted average market price of the shares of the target company during a period of sixty trading days ending on the day prior to the date of determination of the rights issue price, multiplied",1591594726590.htmlTxt,377
volume weighted average market price,target company,Provided that such volume weighted average market price shall be determined on the basis of trading on the stock exchange where the maximum volume of trading in the shares of such target company is recorded during such period; and,1591594726590.htmlTxt,385
volume weighted average market price,trading,"(A)the volume weighted average market price of the shares of the target company during a period of sixty trading days ending on the day prior to the date of determination of the rights issue price, multiplied",1591594726590.htmlTxt,377
volume weighted average market price,trading,Provided that such volume weighted average market price shall be determined on the basis of trading on the stock exchange where the maximum volume of trading in the shares of such target company is recorded during such period; and,1591594726590.htmlTxt,385
volume weighted average price,securities," The price at which the shares or other specified securities are bought back shall be the volume weighted average price of the shares or other specified securities bought-back, other than in the physical form, during the calendar week in which such shares or other specified securities were received by the broker:",1591599075179.htmlTxt,237
volume weighted average price,shares," The price at which the shares or other specified securities are bought back shall be the volume weighted average price of the shares or other specified securities bought-back, other than in the physical form, during the calendar week in which such shares or other specified securities were received by the broker:",1591599075179.htmlTxt,237
weighted average number of total shares,target company,weighted average number of total shares of such class of the target company shall represent the total number of shares;,1591594726590.htmlTxt,38
weighted average number of total shares,issuer_1,"throughout such period, the weighted average number of total shares of such class of the issuer ",1591598038081.txt,7749
working day,acquirer,"  The open offer for acquiring shares to be made by the acquirer and persons acting in concert with him under regulation 3 and regulation 4 shall be for at least twenty six per cent of total shares of the target company, as of tenth working day from the closure of the tendering period:",1591594726590.htmlTxt,183
working day,acquirer," pursuant to an acquirer acquiring shares or voting rights in, or control over the target company upon conversion of convertible securities with a fixed date of conversion shall be made on the second working day preceding the scheduled date of conversion of such securities into shares of the target company;",1591594726590.htmlTxt,447
working day,acquirer," The acquirer shall issue an advertisement in such form as may be specified, one working day before the commencement of the tendering period, announcing the schedule of activities for the open offer, the status of statutory and other approvals, if any, whether for the acquisition attracting the obligation to make an open offer under these regulations or for the open offer, unfulfilled conditions, if any, and their status, the procedure for tendering acceptances and such other material detail as may be specified:",1591594726590.htmlTxt,730
working day,acquisition,Provided that no such acquisition shall be made after the third working day prior to the commencement of the tendering period and until the expiry of the tendering period.,1591594726590.htmlTxt,231
working day,acquisition," The acquirer shall issue an advertisement in such form as may be specified, one working day before the commencement of the tendering period, announcing the schedule of activities for the open offer, the status of statutory and other approvals, if any, whether for the acquisition attracting the obligation to make an open offer under these regulations or for the open offer, unfulfilled conditions, if any, and their status, the procedure for tendering acceptances and such other material detail as may be specified:",1591594726590.htmlTxt,730
working day,advertisement," The acquirer shall issue an advertisement in such form as may be specified, one working day before the commencement of the tendering period, announcing the schedule of activities for the open offer, the status of statutory and other approvals, if any, whether for the acquisition attracting the obligation to make an open offer under these regulations or for the open offer, unfulfilled conditions, if any, and their status, the procedure for tendering acceptances and such other material detail as may be specified:",1591594726590.htmlTxt,730
working day,advertisement," The Nomination and Remuneration Committee of the recognized stock exchange/ recognized clearing corporation shall be responsible for selection of CEO /Managing Director / Executive Director, as the case may be. The managing director shall be selected through open advertisement in all editions of atleast one national daily from amongst persons qualified in the fields of capital market/ finance/ management and possessing sufficient experience. 15[The stock exchange/ clearing corporation shall forward the new names to the Board before two months from the last working day of the existing Managing Director].",1591595413207.htmlTxt,764
working day,advertisement," The Nomination and Remuneration Committee of the Depository shall be responsible for selection of CEO /Managing Director / Executive Director, as the case may be. The managing director shall be selected through open advertisement in all editions of atleast one national daily from amongst persons qualified in the fields of capital market/ finance/ management and possessing sufficient experience. 7[The depository shall forward the new names to the Board before two months from the last working day of the existing Managing Director.]",1591596292043.htmlTxt,1078
working day,clearing corporation," The Nomination and Remuneration Committee of the recognized stock exchange/ recognized clearing corporation shall be responsible for selection of CEO /Managing Director / Executive Director, as the case may be. The managing director shall be selected through open advertisement in all editions of atleast one national daily from amongst persons qualified in the fields of capital market/ finance/ management and possessing sufficient experience. 15[The stock exchange/ clearing corporation shall forward the new names to the Board before two months from the last working day of the existing Managing Director].",1591595413207.htmlTxt,764
working day,clearing corporation,"Regulations, 2019, w.e.f. 04-06-2019. Prior to its substitution, it read as “In case of re-appointment, or extension of appointment, the stock exchange/ clearing corporation shall apply to the Board two months before the last working day of such Managing Director”.",1591595413207.htmlTxt,768
working day,designated depository participant," Every designated depository participant shall remit the fees collected from the foreign portfolio investors during the immediate preceding month, to the Board, by 5th working day of every month, along with the details in the format, as may be specified from time to time.",1591596066093.htmlTxt,426
working day,form," The acquirer shall issue an advertisement in such form as may be specified, one working day before the commencement of the tendering period, announcing the schedule of activities for the open offer, the status of statutory and other approvals, if any, whether for the acquisition attracting the obligation to make an open offer under these regulations or for the open offer, unfulfilled conditions, if any, and their status, the procedure for tendering acceptances and such other material detail as may be specified:",1591594726590.htmlTxt,730
working day,manager,"Provided that in the event the Board has sought clarifications or additional information from the manager to the open offer, the period for issuance of comments shall be extended to the fifth working day from the date of receipt of satisfactory reply to the clarification or additional information sought.",1591594726590.htmlTxt,643
working day,persons acting in concert,"  The open offer for acquiring shares to be made by the acquirer and persons acting in concert with him under regulation 3 and regulation 4 shall be for at least twenty six per cent of total shares of the target company, as of tenth working day from the closure of the tendering period:",1591594726590.htmlTxt,183
working day,public, A copy of the public announcement shall be sent to the Board and to the target company at its registered office within one working day of the date of the public announcement.,1591594726590.htmlTxt,474
working day,public,"working day shall mean all days, excluding Saturdays, Sundays and public holidays, on ",1591598038081.txt,891
working day,public,least one working day (in case of a further public offer) before the opening of ,1591598038081.txt,26323
working day,schedule," The acquirer shall issue an advertisement in such form as may be specified, one working day before the commencement of the tendering period, announcing the schedule of activities for the open offer, the status of statutory and other approvals, if any, whether for the acquisition attracting the obligation to make an open offer under these regulations or for the open offer, unfulfilled conditions, if any, and their status, the procedure for tendering acceptances and such other material detail as may be specified:",1591594726590.htmlTxt,730
working day,securities," pursuant to an acquirer acquiring shares or voting rights in, or control over the target company upon conversion of convertible securities with a fixed date of conversion shall be made on the second working day preceding the scheduled date of conversion of such securities into shares of the target company;",1591594726590.htmlTxt,447
working day,securities,"securities on the stock exchanges, working day shall mean all trading days of the stock ",1591598038081.txt,897
working day,shares,"  The open offer for acquiring shares to be made by the acquirer and persons acting in concert with him under regulation 3 and regulation 4 shall be for at least twenty six per cent of total shares of the target company, as of tenth working day from the closure of the tendering period:",1591594726590.htmlTxt,183
working day,shares,Provided that the total shares of the target company as of tenth working day from the closure of the tendering period shall take into account all,1591594726590.htmlTxt,184
working day,shares," pursuant to an acquirer acquiring shares or voting rights in, or control over the target company upon conversion of convertible securities with a fixed date of conversion shall be made on the second working day preceding the scheduled date of conversion of such securities into shares of the target company;",1591594726590.htmlTxt,447
working day,target company,Provided that the total shares of the target company as of tenth working day from the closure of the tendering period shall take into account all,1591594726590.htmlTxt,184
working day,target company," pursuant to an acquirer acquiring shares or voting rights in, or control over the target company upon conversion of convertible securities with a fixed date of conversion shall be made on the second working day preceding the scheduled date of conversion of such securities into shares of the target company;",1591594726590.htmlTxt,447
working day,target company, A copy of the public announcement shall be sent to the Board and to the target company at its registered office within one working day of the date of the public announcement.,1591594726590.htmlTxt,474
working day,target company, The target company shall be prohibited from fixing any record date for a corporate action on or after the third working day prior to the commencement of the tendering period and until the expiry of the tendering period.,1591594726590.htmlTxt,850
working day,tendering period,Provided that the total shares of the target company as of tenth working day from the closure of the tendering period shall take into account all,1591594726590.htmlTxt,184
working day,tendering period,Provided that no such acquisition shall be made after the third working day prior to the commencement of the tendering period and until the expiry of the tendering period.,1591594726590.htmlTxt,231
working day,tendering period, The target company shall be prohibited from fixing any record date for a corporate action on or after the third working day prior to the commencement of the tendering period and until the expiry of the tendering period.,1591594726590.htmlTxt,850
working day,trading,"securities on the stock exchanges, working day shall mean all trading days of the stock ",1591598038081.txt,897
designated stock exchange_2,stock exchange_1,(3) The authorised employees of the designated stock exchange along with the lead manager(s) ,1591598038081.txt,4476
designated stock exchange_2,stock exchange_1,(5) The authorised employees of the designated stock exchange along with the lead manager(s) ,1591598038081.txt,6641
designated stock exchange_2,stock exchange_1,offer (in case of a rights issue) filed with the designated stock exchange on …. (date) was ,1591598038081.txt,13875
designated stock exchange_2,stock exchange_1,of offer (in case of a rights issue) filed with the designated stock exchange on ….. (date) read with ,1591598038081.txt,13948
designated stock exchange_2,stock exchange_1,(K) Listing: Names of the designated stock exchange and other stock exchanges to which ,1591598038081.txt,18620
designated stock exchange_2,stock exchange_1,letter of offer with the designated stock exchange in case of a fast track ,1591598038081.txt,20120
designated stock exchange_2,stock exchange_1,shareholding pattern with the designated stock exchange and also with the Registrar of ,1591598038081.txt,21595
designated stock exchange_2,stock exchange_1,available on the website of the designated stock exchange or on a common e-filing ,1591598038081.txt,21599
issuer_1,acquisition,(a) an issuer whose management has undergone any change pursuant to acquisition of ,1591598038081.txt,19635
issuer_1,acquisition,indirectly in any manner resulting in the acquisition by the issuer of ,1591598038081.txt,20383
issuer_1,act,by the issuer shall act as the book running lead manager(s) for the purposes of book ,1591598038081.txt,480
issuer_1,advertisement,84. (1) The issuer shall issue an advertisement in at least one English national daily newspaper ,1591598038081.txt,4255
issuer_1,advertisement,d) the applicability of clause (10) shall be restricted to any product advertisement of the issuer ,1591598038081.txt,9161
issuer_1,advertisement,223. (1) The issuer shall issue an advertisement for the rights issue disclosing the following: ,1591598038081.txt,9784
issuer_1,advertisement,newspapers in which the issuer had released pre-issue advertisement under applicable provisions ,1591598038081.txt,24849
issuer_1,advertisement,(7) Any advertisement or research report issued/ made by the issuer/cause to be issued by the issuer ,1591598038081.txt,24869
issuer_1,advertisement,(9) No advertisement relating to product or service provided by the issuer shall contain any ,1591598038081.txt,24981
issuer_1,advertisement,"(II) Any advertisement issued by the issuer shall be considered to be misleading, if it contains: ",1591598038081.txt,25027
issuer_1,associate,(e) “associate” means a person which is an associate of the issuer and as defined under the ,1591598038081.txt,161
issuer_1,associate,"the lead manager is an associate of the issuer, it shall disclose  itself as an associate of the issuer ",1591598038081.txt,3725
issuer_1,associate,"the lead managers is an associate of the issuer, it shall disclose  itself as an associate of the issuer ",1591598038081.txt,5675
issuer_1,associate,"the lead manager is an associate  of the issuer, it shall disclose itself as an associate of the issuer ",1591598038081.txt,8303
issuer_1,associate,"the lead manager(s) is an associate of the issuer, it shall disclose  itself as an associate of the issuer ",1591598038081.txt,8689
issuer_1,associate,"the lead manager is an associate of the issuer, it shall disclose  itself as an associate of the issuer ",1591598038081.txt,10650
issuer_1,associate,"issuer, it shall disclose itself as an associate of the issuer and that its role is ",1591598038081.txt,14609
issuer_1,associate,"(f) Where an issuer does not have a subsidiary, associate or joint venture, in any ",1591598038081.txt,17017
issuer_1,associate,"(f) Where an issuer does not have a subsidiary, associate or joint venture in any ",1591598038081.txt,17544
issuer_1,associate,"(referred to as public communication) issued or made by the issuer or its associate company, or by ",1591598038081.txt,24717
issuer_1,auditor,auditor of the issuer and the date of the certificate. ,1591598038081.txt,15967
issuer_1,auditor,certified by the statutory auditor of the issuer company .  ,1591598038081.txt,17215
issuer_1,auditor,mode of financing shall be certified by the statutory auditor of the issuer company. ,1591598038081.txt,17744
issuer_1,bank,sub-regulation (6) to the issuer from the special bank account.  ,1591598038081.txt,3312
issuer_1,bank,(9) Any monies left in the special bank account after remittance of monies to the issuer under sub-,1591598038081.txt,3314
issuer_1,bank,kept in an escrow account with a scheduled commercial bank and shall be released to the issuer ,1591598038081.txt,5403
issuer_1,bank,sub-regulation (6) to the issuer from the special bank account.  ,1591598038081.txt,6967
issuer_1,bank,(9) Any monies left in the special bank account after remittance of monies to the issuer under sub-,1591598038081.txt,6969
issuer_1,bank,(5) The issuer shall enter into an agreement with an overseas custodian bank and a domestic ,1591598038081.txt,8697
issuer_1,bank,sub-regulation (6) to the issuer from the special bank account.  ,1591598038081.txt,11851
issuer_1,bank,(9) Any monies left in the special bank account after remittance of monies to the issuer under sub-,1591598038081.txt,11853
issuer_1,bank,bank and shall be released to the issuer along with the proceeds of the issue. ,1591598038081.txt,13630
issuer_1,bank,The issuer company shall keep funds in a bank having a credit rating of 'A' or above by an ,1591598038081.txt,22498
issuer_1,bank,(B) Interim Use of Funds: The issuer company shall keep funds in a bank having a credit ,1591598038081.txt,24073
issuer_1,board,c) a copy of the resolution passed by the board of directors of the issuer for allotting specified ,1591598038081.txt,2239
issuer_1,board,(3) The board of directors and the management of the issuer shall provide their comments on ,1591598038081.txt,2750
issuer_1,board,(3) The board of directors and the management of the issuer shall provide their comments on the ,1591598038081.txt,4233
issuer_1,board,c) a copy of the resolution passed by the board of directors of the issuer for allotting specified ,1591598038081.txt,5881
issuer_1,board,(3) The board of directors and the management of the issuer shall provide their comments on the ,1591598038081.txt,6397
issuer_1,board,of the issuer or the committee of directors duly authorised by the board of directors of the ,1591598038081.txt,8141
issuer_1,board,the board of directors of the issuer or the committee of directors duly authorised by the board ,1591598038081.txt,8147
issuer_1,board,(8) The lead manager(s) may be represented on the board of directors of the issuer subject to the ,1591598038081.txt,11263
issuer_1,board,(3) The board of directors and the management of the issuer shall provide their comments on the ,1591598038081.txt,11291
issuer_1,board,(b) Declaration by the board of directors of the issuer that the underwriters have ,1591598038081.txt,15102
issuer_1,board,"issuer and of persons, if any, who have the right to appoint director(s) on the board ",1591598038081.txt,16808
issuer_1,board,board of directors of the issuer and disclosed in the offer document. ,1591598038081.txt,18271
issuer_1,board,(a) A statement by the board of directors of the issuer to the effect that: ,1591598038081.txt,19422
issuer_1,board,the board of directors of the issuer to the effect that: ,1591598038081.txt,19463
issuer_1,board,power by the board of directors of the issuer as regards share transfer and clearly laid ,1591598038081.txt,19611
issuer_1,board,(b) Declaration by the board of directors of the issuer that the ,1591598038081.txt,20057
issuer_1,board,of the board of directors of the issuer to the effect that: ,1591598038081.txt,21434
issuer_1,board,appropriate delegation of power by the board of directors of the issuer with regard to ,1591598038081.txt,21607
issuer_1,board,"(2) A declaration by the board of directors of the issuer that, as far as the ",1591598038081.txt,23862
issuer_1,board,statement of the board of directors of the issuer in relation to the use of issue proceeds.  ,1591598038081.txt,24379
issuer_1,board,from the date of the meeting of the board of directors of the issuer in which the public issue  is ,1591598038081.txt,24802
issuer_1,board,the date of the resolution of the board of directors of the issuer approving the public issue till the date ,1591598038081.txt,24985
issuer_1,bonus issue,profits of the issuer or from bonus issue against equity shares which are ,1591598038081.txt,1675
issuer_1,bonus issue,the issuer or from bonus issue against equity shares which are ineligible for minimum ,1591598038081.txt,5474
issuer_1,bonus issue,of the issuer or from bonus issue against equity shares which are ineligible for ,1591598038081.txt,10368
issuer_1,bonus issue,294. (1) An issuer shall make a bonus issue of equity shares only if it has made reservation of equity ,1591598038081.txt,12703
issuer_1,bonus issue,"78[(5) If an issuer has issued SR equity shares to its promoters or founders, any bonus issue on the ",1591598038081.txt,12736
issuer_1,book building,"(6)  The issuer shall, in case of an issue made through the book building process, appoint ",1591598038081.txt,2054
issuer_1,book building,(2) The issuer shall undertake the book building process in the manner specified in Schedule ,1591598038081.txt,2345
issuer_1,book building,c) In case the issuer opts for the alternate method of book building in terms of Part D of ,1591598038081.txt,2432
issuer_1,book building,"(3)  In an issue made through the book building process, the issuer may allocate up to sixty per cent. ",1591598038081.txt,2503
issuer_1,book building,"40. (1)  If the issuer making an initial public offer, other than through the book building process, ",1591598038081.txt,2677
issuer_1,book building,"(2) If the issuer makes a public issue through the book building process,  ",1591598038081.txt,2683
issuer_1,book building,"(6) The issuer shall, in the case of an issue made through the book building process, appoint ",1591598038081.txt,5707
issuer_1,book building,(2) The issuer shall undertake the book building process in the manner specified in Schedule ,1591598038081.txt,5998
issuer_1,book building,d) in case the issuer opts for the alternate method of book building in terms of Part D of ,1591598038081.txt,6089
issuer_1,book building,"(3)  In an issue made through the book building process, the issuer may allocate up to sixty per cent. ",1591598038081.txt,6152
issuer_1,book building,"136. (1)  If the issuer making a further public offer, other than through the book building process, ",1591598038081.txt,6326
issuer_1,book building,"(2) If the issuer makes a public issue through the book building process,  ",1591598038081.txt,6332
issuer_1,book building,(2) The issuer shall undertake the book building process in a manner specified in Schedule XIII. ,1591598038081.txt,8865
issuer_1,book building,b) In case the issuer opts for the alternate method of book building in terms of Part D of ,1591598038081.txt,8969
